,company,title,link,source,content,publish_date,time,article_type
77,Dior,Dior Hosts Dinner in Celebration of Judy Chicago’s New Show in London,https://news.google.com/read/CBMizgFBVV95cUxPS2hXWHNJUnBHbXBSWjRMdFlMbElySHRNb2JiLUVkcVRvOGJzemVhaFlIZnZxcHNDdWtIRWVnODllSFhLQUJaOGxqcG92b0xMWkJlbll4cWtlNVhOQy1LTWViREtmY1FaS0tCVHI2NlJzTEcyUy1qZkpob2ZDRDZNbndGNnM1VUxBOWpDOE5wdml0b3VhdmwtUXNDUkhRZjM3NEJPM215TXpHd2dWNHVPWDYyTy1EVXhLREs0ODJDc1RQeU1yLU5lWnZqeG5JZw?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-05-22T07:00:00.000Z,May 22,regular
78,Dior,"Christian Dior, the designer, sues Café Dior, the Springfield eatery",https://news.google.com/read/CBMitgFBVV95cUxQc0duNmFENTI3a0dTYnZWanB2ZjQ5YjNhd3p4MWwta0JRVllhUmVlLWVtbkRIbExvdzlMYnJIQWxtTmJ2YjRVU2lIVldHSGlXNFpJazFrakNYdUUzTTBCTEhlT0FrSUNscjZSVTlVM2RqMVVzclExSlYxNWQ5aXZBTzZRMklsMDlod3N6cUlLZ2pLbVU5MVhBZjBkOFlfQkF2X05QZDd2a2hMZVFMZnBQb2pYb2pGQQ?hl=en-US&gl=US&ceid=US%3Aen,MassLive.com,,2024-07-30T07:00:00.000Z,Jul 30,regular
79,Dior,"In ‘The New Look,’ It’s Chanel Versus Dior in War-Torn Paris",https://news.google.com/read/CBMihwFBVV95cUxNZkNZSWJ3V3c5dVBocHlOcTZNYVd4NGJzWTQyZE1nM2cyMTJIaWl1Z3VuVHkxMm0tVk5MT2tpdEZValJBcnp5TndQQ0NmdVd0SWQ3d1ZsaEpWZGdRSVRxemgxUV80NkZ0OUQyQlNXS2tJWV9IMEJpUkE1ZnlQaTVma2hjQUpITVk?hl=en-US&gl=US&ceid=US%3Aen,The New York Times,,2024-02-08T08:00:00.000Z,Feb 8,regular
80,Dior,"Apple TV+ shares a glimpse at “The New Look,” new drama series starring Emmy winner Ben Mendelsohn as Christian Dior and Academy Award winner Juliette Binoche as Coco Chanel",https://news.google.com/read/CBMitgJBVV95cUxPYWt0SDdWRk1jY2JkSGVPU1cwSFhKRzFwcVcySGNJZENRZ3pyWVU3VWtzSThtb3YtRnVudHJ5YzlLbDdJb1hUQzdjbURjZUJKdEFiLUswUU8tQm5zVHNqakcwcjBoUGJSYmlSOU5VRWI3VVZWR3dpSThxMlgzclYtV3lOVFotN0JsNHVxV1phdm9iU0prV3RaejdnN1d3UXNvczhYOGY4SGpkQUUxdDNRN0V5aUJ2OFBDNUxEUXRpYjdSNVFnbU9oV3pobUh4TzluZHBDTWxwT19VaEhtTzAxb3dWbHduM1RDTEswRTdRc1pjampnTGNfMTViUnE2ZkZfMk9HTFV0TmQ1V2staW1aRGxqQm5vREhLTnVZVHBUY0lTNDBsWlBCalU3OEcxVlJ3VXFrb3dn?hl=en-US&gl=US&ceid=US%3Aen,Apple,,2023-11-15T08:00:00.000Z,"Nov 15, 2023",regular
81,Dior,Why Kim Jones’ Latest Dior Men Show Was Uniquely Personal,https://news.google.com/read/CBMiwAFBVV95cUxOWVNmaVRMTjVzQUtnZzdDM2ZpR2xiTWJXajdFMDZpMkc1QXUyQm5JNjdrQ0hEXzNMLXdqbVlHX2xHdHI0RTdlaE9LdEJ3NzBlbDdWZVBJS1BXSkdfdVZMbElnNjhqcTl5ZDNVQ18zTEZpa3lsU2xUNGhsVEMwV21QYW1RX2RCMWE1QnQxOWdWRU9uRjZlaUFwd2J4eWMxcGpPUmZXOWdRZTVRQ25OT1pTLUJVWmNLTWg3MEY4WjVpTlA?hl=en-US&gl=US&ceid=US%3Aen,AnOther Magazine,,2024-06-24T07:00:00.000Z,Jun 24,regular
82,Dior,Dior Pays Homage to Faith Ringgold in Runway Show at Paris’s Musée Rodin,https://news.google.com/read/CBMioAFBVV95cUxQNzJ1bDliWWNQRjVhOUg3R1BxVU5VTHVUWGRYTlk5cU1vdnhWUHZfNF9iVFpxV3BiTTVrZFJfWWdZZnhMdUFHbmJzLVNUYi1RVmFvbnhwdERxV1RhUndRWDR1Y0JtcnE5SDlBRXEzLXRybkVzeEV5UjZyQnpsemQxb2pvS1hGRWw0THNsZl92cjljZUFkNmNyRjNfUEFwUXFE?hl=en-US&gl=US&ceid=US%3Aen,ARTnews,,2024-06-24T07:00:00.000Z,Jun 24,regular
83,Dior,LVMH's unit put under court administration in Italy over labour exploitation,https://news.google.com/read/CBMizAFBVV95cUxPNTl0ajZMZFB0QWJ1Wi1kZWdoWVQ4RGt4STZyd2dBOWNJYS1YVFk5azZKc2R5ZUwxUlBvYnlLSVN0QnNIYlFHbll5ZWtTbW9mZ3pJQlJCQUltelVNR3lJcGppM3ZhRDk4bnlaQVRGUnRRa1I2Nng3cndlUWxCcDBMWHRqMjRKdlIyUWVJdmxtS2liWFY3NXNCVFdGaVZGV0FqZHZzX09RTFBFc3pDRzlZZEtaUjBUZjBncmNCSFlwRmRVTVctOVZjeUQyM3U?hl=en-US&gl=US&ceid=US%3Aen,Reuters,,2024-06-11T07:00:00.000Z,Jun 11,regular
84,Dior,"With Its Latest Collection, Dior Manages to Blur the Perennial New York-Paris Divide",https://news.google.com/read/CBMigAFBVV95cUxQa0N4dkw0TVhWOWQtZWthSDV5aFlyNk92TThXR25KdWwzd21BUWRzaWlWbXhvQldYdmF4bVc0My1GSHg3UFhCd193RnRDUWNzaXJSVHcxTTNWejFybXRYT1I0Z0hNS2tvM1FVMndKbVRlWTFuQ2NtUkl6WG9MX0tpdA?hl=en-US&gl=US&ceid=US%3Aen,Cultured Magazine,,2024-05-09T07:00:00.000Z,May 9,regular
85,Dior,Dior’s New Accessories Have Chic Summer Travel Written All Over Them,https://news.google.com/read/CBMioAFBVV95cUxNWTF0NTBBcktHbm1BR1dTM19pb2Z1UmJwQXgza3NnZ1Bsa0t6bTJUejY2ZTd2RHZqZHBJN3lTbFI4ZlViZkRSOVg1YzA2SUtoZERSN0VNVTJUQWx4WWdiRXZuNVdxX09RdDBMNHpoZnNWVU9LMWdPTi1aTGtacGRGRF8tbjE4RWZaTzg4UnNBWktjLUdjSXBfUFNlbVVuN0lk?hl=en-US&gl=US&ceid=US%3Aen,Esquire,,2024-05-02T07:00:00.000Z,May 2,regular
86,Dior,"Dior Johnson, the well-traveled, formerly highly touted recruit, commits to Johnny Dawkins' UCF Knights",https://news.google.com/read/CBMi5AFBVV95cUxPSzBvanQtNjhHSDd6amFaNl9EaXk0QUxSeGZKS19OeEJzTlBMWG9oTjhZbzV4aU10SlZjUHMzZFFxT2RZa0VZTGlLdElSc3dxcWtiZFJnTFgxR3NzVXBUcDU2VVozOGlFRW84WlhMTktLOU1ucDJhNUQ2eHg0WjFLWWpSazBuN3dkaG8zR1UyaDBlc09XVzRuOXI4MWtTUHE0SDdaTHBIbGVGWUFfU3VTQmlzc0tiWm0tRUcyajI1ZnY4WWlybTVDQ29RSjJ2Z0tCNzNXZ3ZhS0JNcVNPWE5tMldpeFnSAeoBQVVfeXFMTXhsQmxsamFScGQzYkRkUnlQeGU2ZmRFbVV3QXlJbURGZ25FWWxnb2xhQ1RjZjZ3NFBfdFpGQk5kTXVPdFduTXA4MFpOZUpMTHJRS2ZrbWkweWdYbER0Smt5M2NXaVZJNnBRcnEtX2VnWnd5YnJzTTdEeG5uZDVYUG1rb01GdVpGck5saWFKMlFZZ19iMVlDQkVsVzYyMmJlaHQ5VmtkQmQ5VldSbXNjSUJMTkJrMTctWFhaN0RYRllfc29pbXlrWWt1S20yM0xhTWs2N0FXX2R1MTNfY0Q5RGVsZGxpMUJTWjBB?hl=en-US&gl=US&ceid=US%3Aen,CBS Sports,,2024-07-02T07:00:00.000Z,Jul 2,regular
87,Dior,Apple’s All-Star Christian Dior Period Drama The New Look Is Bafflingly Bad,https://news.google.com/read/CBMiYEFVX3lxTE5yZ0toNjVxeE40Ty1lWHpJSExnSE92SzZhUGR1NWZra0t2TnlnZEllbFNmcWkyOU1wdzFWaTE4VmlZc0N6c1F2QlB5akYzeGpFaGNiZFZqeGxKQVg0X3ZhYg?hl=en-US&gl=US&ceid=US%3Aen,TIME,,2024-02-13T08:00:00.000Z,Feb 13,regular
88,Dior,"Dior Marks Harrods Anniversary With 175 Limited-edition Bags in Lime, Orange and Graffiti Print",https://news.google.com/read/CBMiswFBVV95cUxNMUx1ZVMtd3p4Rl9tZHJaS2VkVWxqUlU2eW4zNDZoM1FGQnViSVMyekpicEwxQzB0Z2JnbDVKTHhLVXB3WjBROGFwUTExZGJMU2VQYVhBcGxqQmZEMHg0akxscUtjYnMtSFo5dGhiQ2NnSXFWWHN6R2ZvdHpIemV0eUlmUDEtS0VjMll3RHM0eTZ1aWpPLWVSb3pSWG9VTTZVcmhoVGhSWVpuNzcyYzRaSHpFaw?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-07-31T07:00:00.000Z,Jul 31,regular
89,Dior,"Tinx, Jennifer Meyer, Rachel Zoe Attend Dior Cocktail Party in Celebration of the Dioriviera Pop-up",https://news.google.com/read/CBMijwFBVV95cUxQWFNqbTNxbmV1NHJLNTg5eHBkSFFyWlpFTTl1dlYwOUFIeWJUTW9YQjZTWEVBOHBqbkpjejZkVkhXc0RoQ19qaXpkZWtoeHZwc0JpbkdBRm9jWlEzYWk4dWRxSzBVRzRid0ZzMUNQRTdrMmxOU2p2QzZPMDJuU2dxNkdCSnN3THBwanRyTUpWdw?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-05-31T07:00:00.000Z,May 31,regular
90,Dior,Dior Cruise 2025: Capturing the Castle,https://news.google.com/read/CBMinwFBVV95cUxQQnMzQnk1U2xiV3lRdTdmUlJWT3dHOE1BNi1EdDJBdE9LUTJzbDhaVXlBeEZpbjVPNm9oUWlOendRM2ktNHM0anlYTVBoS2huRUlySTJuWG1zVGtWVzJNUTJPTDJ5SG9YOS1JQmt5MUd5Y0xpeEZGLThxcWRZdVRwVktxUU5xSXJKYm41ejhlRHhIZEF6LXJ6SGpGdlpsXzg?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-06-04T07:00:00.000Z,Jun 4,regular
91,Dior,"'Dior bag scandal' lands South Korea's Yoon, ruling party in disarray ahead of election",https://news.google.com/read/CBMixgFBVV95cUxPSXRWT1FHamI0TmVHY05oVEt4NGRBVk5zXy1rUy1ieFpkZldramJtTUFPdlJwVE5pXzhNVUs3UTFBa1Z3UjJrN0REd0xtWnlfUXVBcnVEbkc5cFRpYlhvaEM0ejVWSUtDbTdiQmZjWUdUeXhoeTZEOVQxU0NSdDItUWFuVk9BLXFOWGp3YmNwaVZTcEt3NWREcFh4YjNuZi1jbHA4VXkwcXFESVJ4WWtQcjg1UjQ1OUJic1Y2emREZUZ3Qkw5ZGc?hl=en-US&gl=US&ceid=US%3Aen,Reuters,,2024-01-23T08:00:00.000Z,Jan 23,regular
92,Dior,How a Dior bag shook South Korean politics,https://news.google.com/read/CBMikgFBVV95cUxNZnZ5VG1wLWozSkxDRUF2ZVlBZmFzbDgxemtZZkhzUzd2cUR3eUNqT2VCYnFkNW5vVXpvb3BXMmxSUlhVSmJoOUNodkwwaHlyaWVna21SRXIwV3JrLXpVX3d6V0lQRGthVTY0M0hzRzN0Ymh3dWdWYy1QODZ1SEtSZmNDRTN2SHB0UlpGTlhCbERLUdIBiAFBVV95cUxOSVhsdXFHMDNnSnlWZFhPWU5rLWxVU1RqZlZLM3RvS2x5ZTBFb0JPb3JSMnc4ejJURnRqdDhuMVVMZEd0V21aVmkxOHF0cnNxZVBXdUJoT1Z6cE84SlEtM1Y1eW41SnVXejRMNXNUbkVjY1NQMDVNd3RrbkNpS0pTZjhpSEk2TDdO?hl=en-US&gl=US&ceid=US%3Aen,CNN,,2024-02-09T08:00:00.000Z,Feb 9,regular
93,Dior,Dior’s Kim Jones Designed Costumes for Ballet That Premiered at the Charleston Festival,https://news.google.com/read/CBMiigFBVV95cUxQVU1JMVNiSEM1My1VTy03U2hYUmJWdVJMbUZiemdfY1YzNWNITmJjNkt4SVZieTk2bHIyTEhqbnpmTEdOa19ENjNSYW5mTURCSWxCVXllQ1NmVV9Qc1BlMGtva1BDSnl5RDRjLU5ONzI3UVdiYWdSZ3RhMWZpWEMxVDM1eEkwc1NkZEE?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-05-24T07:00:00.000Z,May 24,regular
94,Dior,Baby Dior Scent and Bath Line Are Set to Relaunch,https://news.google.com/read/CBMilAFBVV95cUxNckpQVVAzU1E5QkpIZWVId1U1dDB4aXhXT25qSEJpa3hDX3RsNHRDQWNSbTZBOVBhMlV4TDJFaXY3bmVTN2h0NzJuR3llTjBNUk9GcWNPbFFUTXVPMWctd0J5SWVteEZ0Nk9EMHpQODZmREJVclFJaS1haXlYbkNIdE1HMFJnZ1gzR3R0dUxvY2dkemhN?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2023-10-31T07:00:00.000Z,"Oct 31, 2023",regular
95,Dior,Celebrities Front Row at Christian Dior Fall 2024 Couture Show [PHOTOS],https://news.google.com/read/CBMitwFBVV95cUxPV3MxeVYzb09CVnI4UVFTVWFIRnJFNUVBOERscXRFMDdMNlBFLVNicXpBbUFGZ1ZscVh5bUhKaGJPUXk1S3VVR2RuZHd6N0hhQ29RVTgxMXduVDdVcmN5OFlYb3FUd1ZjYzNZYlBqVGFIVjVYc2NvYi0yd0VNNVEyOWJyLV9Ib2FETS0zYVhvQ2lNTG9CUExTQkR2d0VIUnlnNUdwNl92V3prSDRpOWNpTVNyR2xaUlk?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-06-24T07:00:00.000Z,Jun 24,regular
96,Dior,Rihanna Returns to Dior,https://news.google.com/read/CBMif0FVX3lxTFB3S3Fpc2JmeXZYR1lzMnc0RFo4dTZ5bHU0ZDlxWFhTRWN5dXp4OTJwQXdSY2ZKQnpoZmZ5aWJsRE1QWS01TGllUTRHaXVDdmlUZDczX3JpSVE3a2FjbWYxbWZTSk9JZk1Cd2FxUVBrYlFjNDk2TllrbG9nenhXb3M?hl=en-US&gl=US&ceid=US%3Aen,The Business of Fashion,,2024-02-21T08:00:00.000Z,Feb 21,regular
97,Dior,Charlize Theron Is Now the Face of Dior High Jewelry and Skincare,https://news.google.com/read/CBMiwgFBVV95cUxQQ1kydnh0TDM3Zk9ialZpekJXX3pVU3Ztc0RPQzJ4djF5QVhPZDlmY25hOU9BWERvY2h0MVVkbkl6cjJfRXE2S2dRc0FuS3p6bVVHZTFWNVU4LUhqbEpCTzdSMG03QVFTR01lQWNFcXg0eGlJYnljODVGY3ZYZXJPN3pCRjdHUVB0Y1ZXU05KcHdrM3dlcTRrUjhNRDJ5WkM3SE1JWXZHaXpUbl9oYktYcXo0bVQweV9mNlhZbWxsdDBaZw?hl=en-US&gl=US&ceid=US%3Aen,Town & Country,,2024-05-20T07:00:00.000Z,May 20,regular
98,Dior,A First Look at Rihanna’s New Campaign With Dior Beauty,https://news.google.com/read/CBMiiAFBVV95cUxOR0l1Ui1RcG9DZVdYSjBWNXRQbmhOdVZqRjViV0lHTDltQTJvekFYWGdQd29OcWpNQnpfZmlaVjNUVEhRT1A1aE40VkxPb3oxek00a1dkaFdSX2cyUGFmWFRBLW12UGVZTHVXbkc3MnhRLVdUM1daVkd6eHdkYWtKMHN4NUxETEhr?hl=en-US&gl=US&ceid=US%3Aen,ELLE,,2024-08-16T11:00:00.000Z,4 days ago,regular
99,Dior,Dior Takes Over The Little Nell in Aspen [PHOTOS],https://news.google.com/read/CBMioAFBVV95cUxQRzV0amtPX1RZZHB6dExIUzBsOEVzVGlOT1pWN2psbEZveHFWQ2hBNWJRa0Z3cTNENmpXamRTSVpEaEgtNWhYUGxHLU9SelRiZVNqbDBZOTIxeXlOV18zZk5jWHppT2Z3ZFljS2ZQN2MxYjdRaV85cUN5cEY2NnkyRWFFMElkdE85VWtTWVZ3MFFqeDdoZFAxT2tyNkVJdjBE?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-06-13T07:00:00.000Z,Jun 13,regular
100,Dior,Jennifer Lopez’s Dior Show Dress Looked Like a Reimagined Trench,https://news.google.com/read/CBMipwFBVV95cUxQSW9RWlZJejV4Q01oUnUxR2RvOWFkM3I5WGQ4bUFNN1BBb1VaNlEyZkYtQUE2WUhkeHlmTnVPdmRZVktaV1ZZWElzU1lnZGlOOGlpVlc4cVQyUldTOTBVZE4tT0hyMVdDVjVFb29uQkV0ZXN6bm9DZTZ2Wml6VG55TnZkdTFweERPNGZQRGNjdzkwa3ZJclRPUkEtNVpJNXl2UHlRZzFsQQ?hl=en-US&gl=US&ceid=US%3Aen,Harper's BAZAAR,,2024-06-24T07:00:00.000Z,Jun 24,regular
101,Dior,Dior Introduces Me to ‘Chaos’ Makeup For Paris Fashion Week,https://news.google.com/read/CBMimAFBVV95cUxQeWZoUy1MV2lrYXdlTGJwTW1GdTZQN2xBWkwxRU9ldzB6dmpLb1VZZ0FaOVJWM202V1BNX0VqbTBrRTk0ZkhuOVhCcnBrRXExRTJ5Yk9Tc3VfeTROV1Rnay1GM2ExbVMtbXpVV3FKeW9zNDRBeWMtSUthR1NnOW42UTM3M0JZOG45THVhaHR0QmpId2thc1BYeA?hl=en-US&gl=US&ceid=US%3Aen,The Cut,,2024-02-29T08:00:00.000Z,Feb 29,regular
102,Dior,Dior and Armani Respond to Italian Competition Authority Probe Into Supply Chain,https://news.google.com/read/CBMitwFBVV95cUxOUkpFb3U4VGM4cHliN0R3WEdRdUR4aW5ZRldEOEhlbjc5eE9iRnVjUU5LMmZ4MnZDMUJ1UFJzM05NZ29PSjh4eFBUelJxTHhpZ1ZGOFo2VTY4LVowN3JDYm0yTVZvT1BsZWdrWGtwT2pyTWlOOGwySmRaR1ZxSUVjUXEwUEUyanpKYUhybTV2THBiVGl4dUVBVm1GaUI0ZnNia2NOZXVkdnktcEJUdF9HWWU4aWVCTDQ?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-07-17T07:00:00.000Z,Jul 17,regular
103,Dior,"Cannes' Palm Beach — Once A Playground for Grace Kelly — Gets a ‘Retro-Future’ Makeover With Dior, Loro Piana",https://news.google.com/read/CBMikAFBVV95cUxQTm5xUVgtOUhwbndqQTAtUjdJMlRvNWNrUUlYNVZweFY5VjhtZGdNTGpzVGQ1Xzl6T1FtRXFhS0d3OFg5VUF1ajk3ZkJlS0lvRUJWV2pyV1c2YXZPaFJFTzZBUmFRcHZrSWkyM0Y5N0NzcUZPVkhlNTl3aHNXU1p0a3BtQ2Y4NG93Tm1vSERsR2M?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-05-14T07:00:00.000Z,May 14,regular
104,Dior,Hotel Plaza Athénée Gives Dior Spa the Proper Palace Treatment,https://news.google.com/read/CBMia0FVX3lxTFB0Qkowa1NQaUV1RTJ1elFSeV9xbk52NVpyZHJGamZlY2tjcVkzblNFX3ozTlRIVng3clhNWTRWcE5rM2t1azhXYmt5RHpiUkVnVWc1VGttZXVwTkV6RGYzanY1VTdhd2xtVFk4?hl=en-US&gl=US&ceid=US%3Aen,Surface Magazine,,2024-05-30T07:00:00.000Z,May 30,regular
105,Dior,Giant cats stalk the catwalk at the Dior men's show,https://news.google.com/read/CBMijgFBVV95cUxPY29ZQWJKRW96ZmI0TGlsRjAzN3hOM2gzZThCWmtfa0U4TkxGWm9CY1Z4dmo0Nk4wcDlRUVM5Vjg4ZXlWMlVUeEY2QWdVQTd0azVsbHRpU3JhM0k0NmQyel84ck9kOHR0QndEdWpOcGI4QjRMaWpkUFNscGIzZlJXSlBZRnpCRExTNENPTXhn?hl=en-US&gl=US&ceid=US%3Aen,Reuters,,2024-06-21T07:00:00.000Z,Jun 21,regular
106,Dior,"‘Miss Dior, Stories of a Miss’ Exhibit in Tokyo Traces the Iconic Scent’s Heritage",https://news.google.com/read/CBMigwFBVV95cUxOSEdMeExKRXZhUjBCR1pPamdLb3NCQzBCQWhVeVNiVzRuV252UWtwdFhfaUk0aTBGaEJ1a0tiR1M3dllyRS1feWZ0R2FZLTdwR1NhdFJXLXRGQzhCaHF1YUdCTTh2YmxFNVRLVVptV2c0WkVQdHRwSnlLS1RBZXN4cGdpcw?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Life,,2024-06-14T07:00:00.000Z,Jun 14,regular
107,Dior,"Prada Sale Murmurs, Hedi-Dior Fever Dreams & Phoebe Intel",https://news.google.com/read/CBMilwFBVV95cUxPeVJiWWI3aUs1bnNJdDNpUERtOXNnTEktZVNZNmdtSzgyTTNiaEZYWVZMd2p2RmVuRUszRmMxVkQ2M0R6c3lfMW1yejVJX1hKb0lMcEM4RWdDbXlhbDkxWC1TWUNiZjlrQThyYmNtekM4Z0tfX1psejgtTElFby0yQzBsTHJqeTl3dHRmVGhCUmc0XzVYampN?hl=en-US&gl=US&ceid=US%3Aen,Puck,,2024-04-11T22:22:03.000Z,Apr 12,regular
108,Dior,EXCLUSIVE: Dior Names Charlize Theron as Jewelry and Skin Care Ambassador,https://news.google.com/read/CBMisgFBVV95cUxOby1YZFM3cmlwWUl0NC1pZDR2MHFsZS1zYVNOTHVzbUJfMFBmd2RrOVEtYW5BR3VheEpWQ2FSYjR1Q1ZYZDA2QkJOMURIZTF3QlJWN1Vya2FrTy13YmFvQ21nMG52ZGVESk82UzM3VlVLMEdmWXhRdURDejNULWVCMmdQZ1dsRlh1b1lINHJ5QkNfT1oxRHp1Z1RQUWdsVXVxNTNtTmVJZmNSS0NKTHB1aXNB?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-05-20T07:00:00.000Z,May 20,regular
109,Dior,EXCLUSIVE: Rihanna Is Named the Face of Dior’s J’Adore Fragrance,https://news.google.com/read/CBMitgFBVV95cUxNcXF2em02VWRpVXJnZklGRjNJRDRzejNtWVhnbTk5N01KZ0VtQXhZQkJocWhSdU5ycVNSUVNBMGJYclIyQjRXcEFVd3ZvOU5ETm9jSFRKUjFEX2FyZzZ5WnZVMVZIQnJpbzhqQU9fQ2JlNUlmbHZkOUZ0ZERtZ1FTMmJLT2ZyQm54ci1oR2RldGlSX3VaUFd2LUFVM0IxTWRtTTdHR2pkY2lGNXBGR1hYR0l4N0lXUQ?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-06-18T07:00:00.000Z,Jun 18,regular
110,Dior,Getaway driver in Baby Dior murder sentenced after testifying against shooter,https://news.google.com/read/CBMivgFBVV95cUxNZmc4SXhfU0FiNE5yZjNhem5RTmE2dExVc0Q4NjhBS01vSXFoT1Nia1M4OGlxYmlkRUd3azVhUHRSVUtnRmtGZU9DaVpJNjNyMDFMbkdJMjB3eVA4bkpwWFJNQzRQUGZBVm1reDNOekIwWDJUcDVJVi16SGVXVExORk80SXowVDdBY3dDaXZSZWtjWi1IQ3kzbnpnRi14cnZsdm9oaUVnNlNnc2xfanBWeHU1a1kzeGhSOGFFRVB30gHSAUFVX3lxTE9oVWZoQ1hsdVZFdzNTRHJwdVA0c3NaU1FpRFNRNkEydm1tTzhJUi1hMHlRNWlVU3VzZXZub1pLT3ZQa21xNUotcUo4X01sV2pHUllIRXlGRHIyNFFJN21pTGFqMVlwejBQdXI1Yi1nSXAwOEtCdWltOVJwNEJ0UlROMS0zeVdZQVZWT0xTTVA3VnlrRExvaE1ueGh0c2pRN2tlamV0WHBSMk1NTDRCck45Szd0TmxmdzdDTk5KdHRGV3h0d1ItTW1MZ3JiazJYT1BmZw?hl=en-US&gl=US&ceid=US%3Aen,syracuse.com,,2024-05-15T07:00:00.000Z,May 15,regular
111,Dior,Dior Subsidiary Under Administration After Italian Labor Probe,https://news.google.com/read/CBMisgFBVV95cUxNN1lrNUdnaXBpZzNkVnMtVnFsT1hvM3ZjZnhKZDJJNld1MnJFSkw1c3NHNHhhUzNjakxNZ0M4Zzc2alRYdzQ2YkVlQ01Rc2tudmtTa2k1ZFJLSllIbFlKdUR2dVNvZnFPd3F6cngxeHFiMXBRV0xSeUJvMXdlOHlMaWRBQXVvWkxrMk1OaFRueVRubGlhMjBoRkVETS0ycjhSRm1OSjVnOWxpNWR2Z3FJMTdn?hl=en-US&gl=US&ceid=US%3Aen,Sourcing Journal,,2024-06-11T07:00:00.000Z,Jun 11,regular
112,Dior,"Dior’s cats and dogs: Kim Jones unleashes a star-studded, art-inspired Paris collection",https://news.google.com/read/CBMikgFBVV95cUxOb3o5ejBOVnBBZlBwX292X1AzLUtYNks2dngzR1gxdFZaTDU2LWthZjZTeEFpSFFTeFZVZkJab3dnQzNURnJ0ZVBDb1NxZXBTOHU3a0pSSWJXbEQzMG96LXpCVTBSb2lXck5ONnZGaXZYMUpacDh6Wkc4NkNSTFVVa2U5cGN2WVd3TWhUNURfWTZhUQ?hl=en-US&gl=US&ceid=US%3Aen,The Associated Press,,2024-06-21T07:00:00.000Z,Jun 21,regular
113,Dior,Dior Men’s Spring 2025: Artist Hylton Nel Is the Cat’s Meow,https://news.google.com/read/CBMigAFBVV95cUxQOF83SXhNT0RtZGR6NGhNNWZkSjZJVlRDZU5zNlhkdmZib2dUWWxERC1la21HbU1WclNGSjVkUmVFeGlmVnpIQkE3dkFkS2xJVFhjMGdrTU9CdlE3MGJjV3NGQUI3NlRrZHg1S1pMS2hVUWF5ME9XUEFVSE8xcS1oVg?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-06-21T07:00:00.000Z,Jun 21,regular
114,Dior,Dior Goes Existential With Fall Ads Lensed by Sarah Jones,https://news.google.com/read/CBMiiAFBVV95cUxNaFY0V25lUlpoUXYtNGwwa3I2MWt5WDZSZ05ZRVpJbzhxY0c5VWM1WmM2T25pNFB0b3NjN2xVbG5hMGN3YmRSZHF0eXJabmJhYVg5ZWNJcDNodE9zUEluRjZ0Q0JXdjgzRDViUjdQYVdfQ1F2bElVMVp6Z3NFTElObG5qTEd1SXR1?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-07-17T07:00:00.000Z,Jul 17,regular
